,titles,lyrics
62,Graduation,"['언제부터 일까 내 작은 생각들', '영원히 네 곁에 머물 수 있을까', '헤어짐이란', '상상 못한 남의 얘기들', '어떤 순간 날 얼어붙게 해', '시간이 가는 게', '싫을 만큼 따스했던', '반짝인 웃음 그리고 눈물', '누군가를 믿기 힘들 때', '항상 같은 자리에서', '날 위해 서 있어 준 너', '이제 난 그만 졸업하려고 해', '불안해하던 그 많은 날을', '기억해 이 벅찬 감정', '손 흔들어 안녕', '마지막 인사하고', '돌아서면', '날 기다린 세상으로 가', '미지의 별', '동경했던 여행을 시작할 때', '많이 행복하게 될 거야', '지금 이 기분을 네게', '전해야 할 텐데', '마치 눈보라 속 길을 밝히는 불', '그래 너만을 보고 걸어온 거야', '모두 변해도', '나의 세상 끝에 남은 너', '얼어붙어도', '저 은하수 녹일 거야', '우린 하얀 외계인 둘러봐', '지금 우리 둘 뿐야', '왜 언제나 부족한 것만 같던', '어쩔 줄 모르던', '오래전 내 안의 그 작은 어른', '낯선 걸음 그리고 더 멀리', '막연했었던 질문들', '답을 쫓아가', '길 잃은 밤의 공기', '잡은 순간 흩어지던', '창백한 푸른빛', '나 걷는 길 홀로', '외롭지 않다고', '그 끝엔 네가 서 있어', '길었던 밤을 떠나보내려 해', '너의 사랑을 너무 잘 아니까', '더는 두렵지가 않아', '손 흔들어 안녕', '마지막 인사하고', '돌아서면', '날 기다린 세상으로 가', '미지의 별', '동경했던 여행을 시작할 때', '많이 행복하게 될 거야', '이제 나는 단단히 서', '너를 감싸 안아 줄 거야', '천천히 더 커져가', '담을 것들 가득한 세상', '영원이란 걸 꿈꾸지는 않아', '지금을 빛나게 하면 돼', '마지막 한번 안아준 뒤에', '훨훨 보내주려 해', '캄캄한 밤들', '기억해', '손 흔들어 안녕', '마지막 인사하고', '돌아서면', '날 기다린 세상으로 가', '미지의 별', '동경했던 여행을 시작할 때', '많이 행복하게 될', '모두 떠나보낸 그다음 남은 건', '따스한 손의 온기 그리고 우리']"
63,주저하는 연인들을 위해,"['나는 읽기 쉬운 마음이야', '당신도 스윽 훑고 가셔요', '달랠 길 없는 외로운 마음 있지', '머물다 가셔요 음', '내게 긴 여운을 남겨줘요', '사랑을 사랑을 해줘요', '할 수 있다면 그럴 수만 있다면', '새하얀 빛으로 그댈 비춰 줄게요', '그러다 밤이 찾아오면', '우리 둘만의 비밀을 새겨요', '추억할 그 밤 위에 갈피를 꽂고선', '남몰래 펼쳐보아요', '나의 자라나는 마음을', '못 본 채 꺾어 버릴 순 없네', '미련 남길바엔 그리워 아픈 게 나아', '서둘러 안겨본 그 품은 따스할 테니', '그러다 밤이 찾아오면', '우리 둘만의 비밀을 새겨요', '추억할 그 밤 위에 갈피를 꽂고선', '남몰래 펼쳐보아요', '언젠가 또 그날이 온대도', '우린 서둘러 뒤돌지 말아요', '마주보던 그대로 뒷걸음치면서', '서로의 안녕을 보아요', '피고 지는 마음을 알아요', '다시 돌아온 계절도', '난 한 동안 새 활짝 피었다 질래', '또 한번 영원히', '그럼에도 내 사랑은', '또 같은 꿈을 꾸고', '그럼에도 꾸던 꿈을', '난 또 미루진 않을거야']"
64,흩어지지 않게,"['잠이 오지 않는 밤', '습관처럼 너를 그린다', '작은 소리에도 혹시나', '네가 흩어질까 겁이나', '보고싶었어 보고싶었어', '말은 하지 못하고', '메마른 한숨을 마신다', '머문 자리마다 추억은 태어나고', '노래는 그렇게 우리를', '다시 이어 붙여', '말하지 못한 수많은 그 얘기들은', '이제 지난 시간 속에 그대로 놔두고', '거기서 자라난 너와의 기억', '가만히 가슴에 새겨', '누구든 네가 그리울 때 언제라도', '여기 영원처럼 남겨진', '너의 빛나던 미소 하나하나 다', '모두 꺼내서 보여줄거야', '아무 일도 없듯이', '나의 시간은 또 흘러가', '애써 외면한 빈자리가', '커질수록 더 크게 웃어', '괜찮을거야 괜찮을거야', '마음을 달래봐도', '자꾸만 커지는 네 모습', '머문 자리마다 추억은 태어나고', '우리는 그렇게 노래가 되어', '말하지 못한 수많은 그 얘기들은', '이제 지난 시간 속에 그대로 놔두고', '거기서 자라난 너와의 기억', '가만히 가슴에 새겨', '누구든 네가 그리울 때 언제라도', '여기 영원처럼 남겨진', '너의 빛나던 미소 하나하나 다', '모두 꺼내서 보여줄거야', '이렇게 너를 안아', '흘러가는 시간에 맞서 기대어', '너를 바라본다', '말없이 전하는 너의 마음을', '가만히 가슴에 새겨', '누구든 네가 그리울 때 언제라도', '여기 영원처럼 남겨진', '너의 빛나던 미소 하나하나 다', '모두 꺼내어 주려해', '네가 흩어지지 않게']"
65,STAY,[]
66,"Flick (Feat. BE'O (비오), 김하온 (HAON)) (Prod. GroovyRoom)","['눈을 떴지', '난 둘러봐 여기 주위를', '누가 올라왔는지', '판을 다 뒤엎지', '있던 건 이제 없지', '이리 빨리 올라올지 예상 못 했어', '다들 견제해 툭 튀어나온 20', '저 밑에 있던 놈 어느새 옆에 있어', '머리부터 쭉 최신 부품', '내 밑으로 다 아래야 두 수는', '기교는 안 부려 랩으로 승부', '시퍼렇게 어린놈 이제는 꿈꾸지', '난 이기는 법만 배웠지', '바닥 건너뛰어도 이 길은 정말 험해', '눈을 떴지', '난 둘러봐 여기 주위를', '누가 올라왔는지', '판을 다 뒤엎지', '있던 건 이제 없지', '이제 바뀔 타이밍', '너의 나이는 마이너스 요인이 아님', '그냥 마인드의 차이지', '그럼 입 모아 말해 나처럼', '전에 건 다 잊어 맨 인 블랙', '너네가 앞에 가다 터진 부비트랩', '그렇게는 못하지 내가 어떻게 왔는데', '혼자서 땄지 내 돈과 내 무대 또 명예', '아마도 너네는 못 잡겠지 포기해', '모두 쉬쉬할 때 안 해 회피', '나의 타이틀은 그거야', '제공해 새로운 걸 매번', '울려 내 폰', '피처링 제의는 30통', '내밀어 세종', '내 앞에서', '고작 그 정도로는 안 먹혀', '다 필요 없고 새로운 것들을 제시해', '대세인 척 행세', '무슨 맹세는 무슨 맹세 그냥 해체', '욕은 다 받아먹고', '이 무대는 승리하지 결국', '그래 아마 너네가 하는 욕들이', '여긴 나의 고문장 근데 제 발로 돌아왔어', '다음 세대라 말할 거면 이 정도는 버텨', '고인 물에 있다가는 너까지 다 코 꿰어', '높여 기준 우리들의 본편', '이 뒤로 가 더 중요해', '이제는 지킬 것들이 생기기에', '내 어깨 비록 무거워져도', '내가 원한 것들 이뤄내기 위해서는', '당연히 짊어져야 할 것들 많지만', '이겨내지 뭐', '나의 우상들은 옛말이 되어버렸지', '그들의 민낯을 볼 때마다 난 되뇌었어', '진화의 반대말은 무변화라고', '변화에 대비해', '뛰어나고 탁월해 우리의 움직임은', '모든 싸움에 난 준비되어 있어', '다리 꼬고 팔짱 끼고 삐딱한 태도로', '어디 한번 해보라는 식이던데', '머리 꼭대기 위에서', '시간이 날 때마다 랩했지', '난 대학교 대신 이걸 택했지', '넌 이방인이자 그냥 새내기', '눈을 떴지', '난 둘러봐 여기 주위를', '누가 올라왔는지', '판을 다 뒤엎지', '있던 건 이제 없지']"
67,That That (prod. & feat. SUGA of BTS),"['20 22', '우리 다시 웃고 울고 지지고 볶고', '뻑적지근해', '걸쩍지근해', '시끌벅적거리네', '너무 좋아 북적거리네', '야 내가 뭐 하는 사람인지 까먹었지?', '시간이 지나도 변함없이', '내가 바라보고 바라왔던 사람들아', '되려 늘어난 맷집 때리던 분이 불편하겠지', '너네 바람대로 망할 거라 고사 지낸', '사람들을 모아다가 가볍게 때찌', '민윤기와 박재상']"
68,봄여름가을겨울 (Still Life),"['이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈', '가을 타 겨울 내릴 눈 1년 네 번 또다시 봄', '정들었던 내 젊은 날 이제는 안녕', '아름답던 우리의 봄 여름 가을 겨울', '비스듬히 씩 비웃듯 칠색 무늬의 무지개', '차이코프스키, 오늘의 사계를 맞이해', '마침내, 마치 넷이 못내', '떠난 사람 또 나타난 사람', '머리 위 저세상', '지난 밤의 트라우마 다 묻고', '목숨 바쳐 달려올 새 출발 하는 왕복선', '변할래 전보다는 더욱더', '좋은 사람 더욱더', '더 나은 사람 더욱더', '아침 이슬을 맞고 내 안에 분노 과거에 묻고', '울었던 웃었던 소년과 소녀가 그리워 나', '찬란했던 사랑했던 그 시절만 자꾸 기억나', '계절은 날이 갈수록 속절없이 흘러', '붉게 물들이고 파랗게 멍들어 가슴을 훑고', '언젠가 다시 올 그날 그때를 위하여 (그대를 위하여)', '아름다울 우리의 봄 여름 가을 겨울', '이듬해 질 녘 꽃 피는 봄 한여름 밤의 꿈', '가을 타 겨울 내린 눈 봄 여름 가을 겨울']"
69,Dynamite,[]
70,Make It To Christmas,[]
71,Love story,"['날 좋아하던 그때', '수줍게 꽃을 건네던 너에게', '웃으며 손을 내밀었지', '온통 둘뿐인 밤거릴 걷다가', '너와 눈이 마주친 그날', '달빛에 비춰진 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', '날 바래다준 그때', '수줍게 인사를 건네던 너에게', '살며시 입을 맞추었지', '한 손엔 진한 커피', '우리가 새긴 별자릴 찾다가', '너와 눈이 마주친 그날', '달빛에 비춰진 우리의 흩어진 잔상', '너의 이야기에 취해', '밤하늘의 별이 쏟아질 것만 같은 기분', '그래 니가 내 옆에 있는 꿈', '붉게 물들어진 우리의 오래된 잔상', '너의 이야기에 취해', '온 세상의 별이 쏟아질 것만 같은 기분']"
72,으리으리 (Feat. 호미들),"['데이지 우릴 만졌다간', '너무 뜨거워서 데이지', '새치기 고작 3년 만에', '우린 차트 위로 새치기', '으리 으리 우리 의리', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리, 의리)', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리)', '으리 으리 우리 의리', '의리', '의리', '얘가 이제는 대표', '인천에서 왔어 버스 타고 와서', '택시 타고 집에 갈 놈', '12에는 내 삶이 담겨있지 필요해', '근데 아냐 연예인병', '으리 으리 우리 의리', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리, 의리)', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리)', '으리 으리 우리 의리', '의리', '의리', '요즘 현실에는 맞아 엄만 퇴사 처리', '첫 번째로 나온 아들이', '랩을 하고 둘째 놈은 비트로 밥벌이', '우리들이 만든 소린 야밤에도', '뜨게 하지 엄마 크리', '아들의 아들의 아들이', '먹고 살 때까지 평생 배불리', '명품을 선물해 내 여자는 찌릿', '비실이 먹어서 몸이 커지지 내 깽값', '너는 새끼야 땜빵', '그래 평생만 잿밥', '네 술자리는 안가', '난 랩 안 뱉으면 속에 불참', '새벽부터 새벽까지 일,', '윗집에겐 내가 수탉', '우리 카니발은 전국을 다녀', '호미들 다섯 우린 돈', '백화점에 가면 난 갈 때랑', '올 때랑 착장이 바뀌어', '이제 아빠랑 엄마랑 빚', '전화 따위는 나에게 맡겨', '1년 동안 하루도 빠짐없이', '꽉 차버린 내 달력', '내 지갑은 카사노바인가 봐', '여자들만 매달려', '으리 으리 우리 의리', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리, 의리)', '으리 으리 우리 의리', '으리 으리 우리 의리 (의리)', '으리 으리 우리 의리', '의리', '의리']"
73,이제 나만 믿어요,"['무얼 믿은 걸까 부족했던 내게서', '나조차 못 믿던 내게 여태 머문 사람', '무얼 봤던 걸까 가진 것도 없던 내게', '무작정 내 손을 잡아 날 이끈 사람', '최고였어', '그대 눈 속에 비친 내 모습', '이제는 내게서 그댈 비춰줄게', '궂은 비가 오면', '세상 가장 큰 그대 우산이 될게', '그댄 편히 걸어가요', '걷다가 지치면', '내가 그대를 안고 어디든 갈게', '이제 나만 믿어요', '나만 두고 가던', '나만 스쳐 간 행운이 모여', '그대가 되어서 내게 와준 거야', '궂은 비가 오면', '세상 가장 큰 그대 우산이 될게', '그댄 편히 걸어가요', '걷다가 지치면', '내가 그대를 안고 어디든 갈게', '이제 나만 믿어요', '나의 마지막 주인공이 되어', '다신 누구 앞에서도', '그대는 고개 숙이지 마요', '내가 보지 못했던 홀로 고단했던 시간', '고맙고 미안해요 사랑해요', '이 세상은', '우리를 두고 오랜 장난을 했고', '우린 속지 않은 거야', '이제 울지 마요', '좋을 땐 밤새도록 맘껏 웃어요', '전부 그대 꺼니까', '그대는 걱정 말아요', '이제 나만 믿어요']"
74,FOREVER 1,"['네가 머문 이 세상이 더', '아름다운 건', ""겁 없이 외치던 말 '사랑해 너를'"", '영원하기에', '터지는 눈물이', '말하잖아', '난 그냥 전부 던진 거야', '아무런 망설임 따위도', '멋대로 끌렸던 그대로', '우리는 영원', '전율 속에 뜨거운 그 맘을 던져', '날 꼭 안아 절대 놓치지 마', '가슴이 뛰잖아', '다시는 아파하지 마', '너의 마음을', '우린 다 알아', '다 알아', '내 곁에 있어 줘', '이 순간도 마지막처럼', '우리는 영원', '전율 속에 뜨거운 그 맘을 던져', '언제나 너의 곁에 있고 싶은데', '널 생각하면 강해져', '우리 꼭 영원하자', '우리 머문 이 세상에서', '네게 말했어', '다시 태어나도 널 사랑할게', '모든 것 내 전부인 너 (전부인 너)', '전율 속에 (그 전율 속에)', '뜨거운 그 맘을 던져']"
75,도깨비불 (Illusion),"['이건 비밀이야 쉿 우리만의', '어쩌니 내게 뺏겨버린 환심', '겁내지 말고 이리 온', '겁내지 말고 이리 온', '예상 못 한 순간 등장하지 불쑥', '알아도 막을 수 없는 반칙', '겁내지 말고 이리 온', '겁내지 말고 이리 온', '멀리멀리 달아나도 소용없어 이미', '겁내지 말고 이리 온', '겁내지 말고 이리 온']"
76,눈이 오잖아(Feat.헤이즈),"['한 달 좀 덜 된 기억들', '주머니에 넣은 채', '걷고 있어 몇 시간을', '혹시 몰라 네가 좋아했던', '코트를 입은 채', '나온 번화가 그때 마침', '찬바람 막아줄', '네가 이젠 없으니까', '추울 때 따스히', '안아줄 이가 없으니까', '친구들이 불러도', '나갈 수 없어 난', '창문 너머', '그저 바라봐 그때 마침', '눈이 오잖아', '우리 처음 만난 그 밤에도', '한참 동안 눈이 왔잖아', '지금 내가 생각나지', '않을 리가 없잖아', '눈이 오잖아', '그때 내가 밤하늘 내린', '하얀 눈 예쁘다 했잖아', '그랬잖아', '지금 눈이 오잖아', '이 말 핑계인 걸 알지만', '생각에 잠기곤 해', '거릴 거니는 내', '곁에 아무도 없을 때', '더 크게 들리네', '이제 인정하자', '수많은 끝도 끝났어', '찬란한 그때의', '우린 이젠 없으니까', '돌아온 계절', '남아있는 건 없으니까', '추억을 지우는 게', '내 이별의 숙제', '창문 너머', '그저 바라봐 그때 마침', '눈이 오잖아', '우리 처음 만난 그 밤에도', '한참 동안 눈이 왔잖아', '지금 내가 생각나지', '않을 리가 없잖아', '눈이 오잖아', '그때 내가 밤하늘 내린', '하얀 눈 예쁘다 했잖아', '그랬잖아', '지금 눈이 오잖아', '마지막 안녕이 남은 거리에서 혼자', '너와의 약속들을 되뇌었어', '함께여야 할 너 없는 이 겨울의', '첫눈이 오잖아', '눈이 오지만', '우리 처음 만난 그 밤에도', '내렸던 그 눈이 오지만', '주머니 속 챙겨 나온 기억', '버려야만 해', '눈이 오지만', '우린 이대로의 모습으로', '남아있는 게 맞지만', '그래도', '지금', '그 눈이 오잖아']"
77,London Boy,"['꿈에 그리던 그곳 난 여기 있어', '저 푸른 바다 위로 널 닮은 하늘', '드넓은 공원 안에 널 담은 향기', '가는 모든 곳마다 난 네가 보여', '나지막한 소리가 들려와', '수많은 별들 사이 너에게', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', '셰익스피어, 처칠, 비틀즈, 숀 코네리', '해리포터, 데이비드 베컴 모든 게 있어', '행복은 너와 함께 즐기는 거야', '내 모든 걸 다 줘도 아깝지 않아', '나지막한 소리가 들려와', '수많은 별들 사이 너에게', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', '널 만나고 내가 변했다', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러', '널 만나고 난 변했어', '세상 누구보다 널 사랑해', '모든 힘 다해 너를 불러']"
78,Butter,[]
79,SNEAKERS,"['색안경 끼고 보는 게 죄지', '내 멋대로 갈 거야', '원래 두려운 게 없어 난', '나로 살고 싶어', '턱 끝을 치켜올린 채로', '시작도 안 했어 난', '요즘 꽂힌 말이 하나 있지', '나로 살고 싶어', '턱 끝을 치켜올린 채로', '자유롭게 뛰고 싶어 다른 사람', '어디까지 가게 될지 모르지만', '나로 살고 싶어', '턱 끝을 치켜 올린 채로', '자유롭게 뛰고 싶어 다른 사람', '어디까지 가게 될지 모르지만', '같이 걸어 가보자고']"
80,봄날,"['보고 싶다', '이렇게 말하니까 더 보고 싶다', '너희 사진을 보고 있어도', '보고 싶다', '너무 야속한 시간', '나는 우리가 밉다', '이젠 얼굴 한번 보는 것 조차', '힘들어진 우리가', '여긴 온통 겨울 뿐이야', '8월에도 겨울이 와', '마음은 시간을 달려가네', '홀로 남은 설국열차', '니 손 잡고 지구 반대편까지 가', '겨울을 끝내고파', '그리움들이 얼마나', '눈처럼 내려야 그 봄날이 올까', '허공을 떠도는', '작은 먼지처럼 작은 먼지처럼', '날리는 눈이 나라면', '조금 더 빨리', '네게 닿을 수 있을 텐데', '눈꽃이 떨어져요', '또 조금씩 멀어져요', '보고 싶다 보고 싶다', '보고 싶다 보고 싶다', '얼마나 기다려야', '또 몇 밤을 더 새워야', '널 보게 될까 널 보게 될까', '만나게 될까 만나게 될까', '추운 겨울 끝을 지나', '다시 봄날이 올 때까지', '꽃 피울 때까지', '그곳에 좀 더 머물러줘', '머물러줘', '니가 변한 건지', '니가 변한 건지', '아니면 내가 변한 건지', '내가 변한 건지', '이 순간 흐르는 시간조차 미워', '우리가 변한 거지 뭐', '모두가 그런 거지 뭐', '그래 밉다 니가 넌 떠났지만', '단 하루도 너를', '잊은 적이 없었지 난', '솔직히 보고 싶은데', '이만 너를 지울게', '그게 널 원망하기보단', '덜 아프니까', '시린 널 불어내 본다', '연기처럼 하얀 연기처럼', '말로는 지운다 해도', '사실 난 아직 널 보내지 못하는데', '눈꽃이 떨어져요', '또 조금씩 멀어져요', '보고 싶다 보고 싶다', '보고 싶다 보고 싶다', '얼마나 기다려야', '또 몇 밤을 더 새워야', '널 보게 될까 널 보게 될까', '만나게 될까 만나게 될까', '아침은 다시 올 거야', '어떤 어둠도 어떤 계절도', '영원할 순 없으니까', '벚꽃이 피나봐요', '이 겨울도 끝이 나요', '보고 싶다 보고 싶다', '보고 싶다 보고 싶다', '조금만 기다리면', '며칠 밤만 더 새우면', '만나러 갈게 만나러 갈게', '데리러 갈게 데리러 갈게', '추운 겨울 끝을 지나', '다시 봄날이 올 때까지', '꽃 피울 때까지', '그곳에 좀 더 머물러줘', '머물러줘']"
81,무지개,"['오늘 하루 어땠었나요', '많이 힘들었나요', '쉬지 않고 달려왔던 길에서', '나와 함께 쉬어가요', '그냥 아무런 준비도 없이', '떠나볼까요', '평범해도 좋으니까', '우리 함께 가요', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', '떠나볼래요', '힘껏 살다 보니 무뎌져', '헝클어진 머리도', '괜찮다며 그댈 안아줄 사람', '바로 그대 곁에 있죠', '까만 선글라스 하나 챙겨서', '떠나볼까요', '평범해도 좋으니까', '우리 함께 가요', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', '떠나볼래요', '우리 함께 가요', '행복 가득 담은 배낭 하나 메고서', '답답했던 일상과 도심을 벗어나', '떠나볼래요', '우리 함께 가요', '떠나볼래요', '떠나볼래요', '지금 떠나요']"
82,사랑한다고 말해줘,"['사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '어떤 하루에 미소를 짓는', '너의 얼굴을 바라보다가', '나도 모르게 사랑한다고', '너에게 버릇처럼 하는 말', '항상 무뚝뚝하기만 하던 내가', '너를 만나고 변해가', '혹시 너도 나와 같을까', '나를 사랑한다면', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '서툰 말 한마디도 못하고', '내 손만 잡고 있는 너에게', '어설픈 말장난을 섞으며', '나름 네 눈치도 보고 있어', '사랑한단 말이 듣고 싶은데', '그게 어려운 너에게', '조금 용기 낼 순 없을까', '나를 사랑한다고', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지', '날 좋아한다', '날 사랑한다', '사실 난 너를 사랑한다고 말할 땐', '너에게 그 말이 듣고 싶어서라고', '오늘이 가기 전에 들을 수 있을까', '애타는 내 마음을 알기나 하는지']"
83,Tangerine Love (Favorite),"['찬 바람 속 내 곁에 온', '금세 맘 끝에 배이지', '깊숙이 빠져드는 중', '차가웠던 맘에 따스하게 번진', '톡톡 터지며 나를 물들여', '하얀 겨울을 물들여줘', '퉁명스러운 표정 누르면', '생겨 보조개 웃어줘', '나에게만 보여줄까', '고민하게 되지', '달달한 그런 미소', '누워 이불 아래', '너와의 메시지를', '한 조각씩 되새기지', '정신 차려보면', '너 없는 손 텅 비면', '아쉬워 꽤 많이', '향이 짙어지는 밤', '너를 그려', '낯선 이 감정을 품에 안아보면', '톡톡 터지며 나를 물들여', '하얀 겨울을 물들여줘', '다정하게 나를 녹여줘 넌', '함박눈이 내릴 겨울 엔딩', '다음 계절에도', '복잡한 마음', '너에게만 있는', '오렌지빛 설렘인 걸', '당연하지 않아', '시간이 흘러가도', '눈처럼 내 안에', '자꾸 네가 내려와', '톡톡 터지며 나를 물들여', '하얀 겨울을 물들여줘', '다정하게 나를 녹여줘 넌']"
84,고백연습,"['토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '사실 예전부터', '혼자서 좋아했던 너를', '난 알았어', '네가 찾아왔던 밤에', '어쩌면 우리가 될 거라 생각했어', '이상하게 나도 좋아져', '괜히 보고 싶어', '안녕 뭐해 있잖아, 우리 둘이', '토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '취해 전화해서', '아무 말 늘어놓던 네가', '귀여웠어', '너를 기다리는 내가', '낯설어 한동안 겁이 나 망설였어', '요즘 따라 연락이 오면', '나도 보고 싶어', '지금 뭐해 있잖아, 우리 둘이', '토요일에 영화나 볼래', '새로 생긴 맛집도 가고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '자전거로 한강에 갈래', '다정하게 사진도 찍고', '달달한 가을 멜로디', '밤새도록 들을래 너와', '가을밤 하늘', '별을 세다가', '이제 우리 둘이 우리 둘이 나나', '매일 밤 너와', '잠들고 싶어', '그래 우리 둘이 우리 둘이 나나', '장난스레 손잡아 줄래', '같은 색깔 티셔츠 입고', '시원한 아이스크림 들고서', '우리 같이 걸을래', '오늘 밤엔 너랑 있을래', '니 어깨에 기대도 보고', '달달한 가을 멜로디', '밤새도록 들을래 너와']"
85,Polaroid,"['별들이 짙던 밤 하늘에 약속한 고백', '아직도 맘에', '당연하듯 남아 있어요', '어제 일같이 선명하네요', '가슴 저리는 게 사랑이 아니라', '그 누가 뭐라던가, 오', '심장이 뛰는데 아프게 뛰는데', '이게 사랑인 거야', '운명 같은 밤 너를 만나', '영원하자고 외쳤던 그 밤', '네가 날 잊어도', '난 널 꺼내 볼 테니까 언제나', '내 맘속 사진첩 한 켠엔 그대가 있지', '참 행복했지 때론 아픈 날이 있어도', '버릴 수 없는 추억이 됐지', '가슴 저리는 게 사랑이 아니라', '그 누가 뭐라던가, 오', '심장이 뛰는데 아프게 뛰는데', '이게 사랑인 거야', '운명 같은 밤 너를 만나', '영원하자고 외쳤던 그 밤', '네가 날 잊어도', '난 널 꺼내 볼 테니까 언제나', '우~ 예~', '우~', '네가 날 잊어도', '난 널 꺼내 볼 테니까 언제나', '한 장씩 널 기억하며 보낼게', '우리 모든 순간 가슴 떨리던 날', '모든 날이 따스하게 감싸준', '널 사랑했다', '운명 같은 밤 너를 만나', '셀 수 없이 많은 날 함께 했지', '사랑했어요 아주 많이', '사진첩 속의 그대여', '영원히 기억할게 시간이 지나도', '언제나']"
86,Off My Face,[]
87,아버지,"['하얀 머리 뽑아 달라며', '한 개 백 원이라던', '그 시절 다 지나가고', '이젠 흰 눈만 남았네', '그렇게도 힘이 드냐며', '나를 위로하시다', '어느새 잠들어버린', '주름만 남은 내 아버지', '세상이 아무리 힘들어도', '당신 있으면 견딜 것 같아', '오래오래 날 지키며', '그냥 곁에만 있어 주세요', '활짝 웃는 모습이 어린애 같아 보여도', '아프다 말도 못 하는 사람', '이제는 내가 지켜줄게', '어린아이로 돌아가 버린', '사랑하는 내 아버지', '오래오래 날 지키며', '그냥 곁에만 있어 주세요', '활짝 웃는 모습이', '어린애 같아 보여도', '아프다 말도 못 하는 사람', '이제는 내가 지켜줄게', '어린아이로 돌아가 버린', '사랑하는 내 아버지', '사랑해요 내 아버지']"
88,발자국 (Walk With You),"['미리 나와 걷고 있어', '널 보고 싶어서', '빨라진 발걸음', '하얀 길 위에 가득하게', '들떠있는 맘과 설렘으로', '다 새겨졌어', '네 생각들로 빈틈이 없지', '추위에 약한 널', '잡을 두 손 따뜻하게 해', '참 다행이야', '오후 두 시 가장 따뜻한 시간', '약속했잖아 널 데리러 가', '널 떠올리는 기분', '만나러 가는 길 위로 티가 나', '그려보지 발걸음 닿는 순간에', '생각해 참 많이', '지금 보고 싶은데', '너에게로', '자꾸 들춰보는 시계', '왜 오늘따라 안 가는지', '매일 다닌 정류장도 멀어', '어제와 달라 보여', '지금 똑같은 그 자리가', '설렘으로 가득 번져', '저 벤치들 지나쳐', '먼저 난 마중 나와있어', '나오자마자 볼 수 있게', '앞에 서 있을게', '손 흔들며 인사할게', '품에 안기면 돼', '달리지는 마 천천히 와', '내가 먼저 온 거야', '자꾸 웃음 나 널 기다리며', '널 떠올리는 기분', '만나러 가는 길 위로 티가 나', '그려보지 발걸음 닿는 순간에', '생각해 참 많이', '지금 보고 싶은데', '너에게로', '자연스레 너를 볼 생각에', '눈이 떠진 거야', '나를 달라지게 만들어', '내 세상의 중심이 너인 것 같아', '이 모든 발걸음의 이유', '지금 난 너를 만나러 가', '내 발자국 옆을 채워줘', '나와 어디든지 이대로', '가자 너를 기다리고 있어', '묻어나지 널 향한 나의 마음이', '이 시간 이 자리 기다리고 있는데', '널 만날 시간 됐어', '더 떨려오는 기분']"
